,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Speker,Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Popularity,Rating
11,Apple iPhone 12,TRUE,TRUE,TRUE,TRUE,"2020, October 13","Available. Released 2020, October 23",146.7 x 71.5 x 7.4 mm (5.78 x 2.81 x 0.29 in),164 g (5.78 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame","Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by) - for China","IP68 dust/water resistant (up to 6m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina XDR OLED, HDR10, Dolby Vision, 625 nits (HBM), 1200 nits (peak)","6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)","1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)",Ceramic Shield glass,,"iOS 14.1, upgradable to iOS 16.5, planned upgrade to iOS 17",Apple A14 Bionic (5 nm),Hexa-core (2x3.1 GHz Firestorm + 4x1.8 GHz Icestorm),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 13mm, 120˚ (ultrawide), 1/3.6""","Dual-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 30fps), stereo sound rec.","12 MP, f/2.2, 23mm (wide), 1/3.6""
SL 3D, (depth/biometrics sensor)",HDR,"4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 2815 mAh, non-removable (10.78 Wh)","Wired, PD2.0, 50% in 30 min (advertised)
15W wireless (MagSafe)
7.5W wireless (Qi)",,"Black, White, Red, Green, Blue, Purple","A2403, A2172, A2402, A2404, iPhone13,2",,0.99 W/kg (head)     0.99 W/kg (body)     ,"$ 589.67 / £ 643.00 / € 671.00 / ₹ 53,999","
AnTuTu: 568674 (v8)
GeekBench: 4067 (v5.1)
GFXBench: 58fps (ES 3.1 onscreen)",Endurance rating 84h,"9,281,486 hits",4.2
12,Apple iPhone 12 mini,TRUE,TRUE,TRUE,TRUE,"2020, October 13","Available. Released 2020, November 13",131.5 x 64.2 x 7.4 mm (5.18 x 2.53 x 0.29 in),135 g (4.76 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame","Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by)","IP68 dust/water resistant (up to 6m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina XDR OLED, HDR10, Dolby Vision, 625 nits (HBM), 1200 nits (peak)","5.4 inches, 71.9 cm2 (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~476 ppi density)",Ceramic Shield glass,,"iOS 14.1, upgradable to iOS 16.5, planned upgrade to iOS 17",Apple A14 Bionic (5 nm),Hexa-core (2x3.1 GHz Firestorm + 4x1.8 GHz Icestorm),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 13mm, 120˚ (ultrawide), 1/3.6""","Dual-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 30fps), stereo sound rec.","12 MP, f/2.2, 23mm (wide), 1/3.6""
SL 3D, (depth/biometrics sensor)",HDR,"4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 2227 mAh, non-removable (8.57 Wh)","Wired, PD2.0, 50% in 30 min (advertised)
15W wireless (MagSafe)
7.5W wireless (Qi)",,"Black, White, Red, Green, Blue, Purple","A2399, A2176, A2398, A2400, A2399, iPhone13,1",,0.99 W/kg (head)     0.99 W/kg (body)     ,$ 325.00 / € 649.34,"
AnTuTu: 589616 (v8)
GeekBench: 4174 (v5.1)
GFXBench: 60fps (ES 3.1 onscreen)",Endurance rating 69h,"5,605,404 hits",4.1
13,Apple iPhone SE (2020),TRUE,TRUE,TRUE,FALSE,"2020, April 15","Available. Released 2020, April 24",138.4 x 67.3 x 7.3 mm (5.45 x 2.65 x 0.29 in),148 g (5.22 oz),"Glass front, glass back, aluminum frame",Nano-SIM and eSIM,"IP67 dust/water resistant (up to 1m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Retina IPS LCD, 625 nits (typ)","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)",Ion-strengthened glass,,"iOS 13, upgradable to iOS 16.5, planned upgrade to iOS 17",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),No,"64GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM","12 MP, f/1.8 (wide), PDAF, OIS","Quad-LED dual-tone flash, HDR, panorama","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, OIS, stereo sound rec.","7 MP, f/2.2",HDR,1080p@30fps; gyro-EIS,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS",Yes,No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, proximity, gyro, compass, barometer","Li-Ion 1821 mAh, non-removable (6.91 Wh)","18W wired, 50% in 30 min (advertised)
7.5W wireless (Qi)",,"Black, White, Red","A2275, A2296, A2298, iPhone12,8",1.17 W/kg (head)     1.16 W/kg (body)     ,0.98 W/kg (head)     0.99 W/kg (body)     ,$ 324.77 / € 169.00,"
AnTuTu: 462253 (v8)
GeekBench: 3237 (v5.1)",Endurance rating 59h,"8,731,496 hits",4
14,Apple iPhone 11 Pro Max,TRUE,TRUE,TRUE,FALSE,"2019, September 10","Available. Released 2019, September 20",158 x 77.8 x 8.1 mm (6.22 x 3.06 x 0.32 in),226 g (7.97 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame","Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by) - for China","IP68 dust/water resistant (up to 4m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (HBM), 1200 nits (peak)","6.5 inches, 102.9 cm2 (~83.7% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)",Scratch-resistant glass,,"iOS 13, upgradable to iOS 16.5, planned upgrade to iOS 17",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","Dual-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.","12 MP, f/2.2, 23mm (wide), 1/3.6""
SL 3D, (depth/biometrics sensor)",HDR,"4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 3969 mAh, non-removable (15.04 Wh)","Wired, PD2.0, 50% in 30 min (advertised)
Wireless (Qi)",,"Matte Space Gray, Matte Silver, Matte Gold, Matte Midnight Green","A2218, A2161, A2220, iPhone12.5",1.16 W/kg (head)     1.17 W/kg (body)     ,0.95 W/kg (head)     0.99 W/kg (body)     ,$ 453.74,"
AnTuTu: 459713 (v7), 536883 (v8)
GeekBench: 13870 (v4.4), 3503 (v5.1)
GFXBench: 57fps (ES 3.1 onscreen)",Endurance rating 102h,"12,715,134 hits",4.5
15,Apple iPhone 11 Pro,TRUE,TRUE,TRUE,FALSE,"2019, September 10","Available. Released 2019, September 20",144 x 71.4 x 8.1 mm (5.67 x 2.81 x 0.32 in),188 g (6.63 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame","Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by) - for China","IP68 dust/water resistant (up to 4m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (HBM), 1200 nits (peak)","5.8 inches, 84.4 cm2 (~82.1% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)",Scratch-resistant glass,,"iOS 13, upgradable to iOS 16.5, planned upgrade to iOS 17",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","Dual-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.","12 MP, f/2.2, 23mm (wide), 1/3.6""
SL 3D, (depth/biometrics sensor)",HDR,"4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 3046 mAh, non-removable (11.67 Wh)","Wired, PD2.0, 50% in 30 min (advertised)
Wireless (Qi)",,"Matte Space Gray, Matte Silver, Matte Gold, Matte Midnight Green","A2215, A2160, A2217, iPhone12,3",1.18 W/kg (head)     1.16 W/kg (body)     ,0.99 W/kg (head)     0.99 W/kg (body)     ,$ 583.47 / € 404.99,"
AnTuTu: 460784 (v7)
GeekBench: 13829 (v4.4)
GFXBench: 57fps (ES 3.1 onscreen)",Endurance rating 86h,"9,308,351 hits",4.5
16,Apple iPhone 11,TRUE,TRUE,TRUE,FALSE,"2019, September 10","Available. Released 2019, September 20",150.9 x 75.7 x 8.3 mm (5.94 x 2.98 x 0.33 in),194 g (6.84 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame (7000 series)","Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by) - for China","IP68 dust/water resistant (up to 2m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Liquid Retina IPS LCD, 625 nits (typ)","6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio)","828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)",Scratch-resistant glass,,"iOS 13, upgradable to iOS 16.5, planned upgrade to iOS 17",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","Dual-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.","12 MP, f/2.2, 23mm (wide), 1/3.6""
SL 3D, (depth/biometrics sensor)",HDR,"4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 3110 mAh, non-removable (11.91 Wh)","Wired, PD2.0, 50% in 30 min (advertised)
Wireless (Qi)",,"Black, Green, Yellow, Purple, Red, White","A2221, A2111, A2223, iPhone12,1",1.09 W/kg (head)     1.18 W/kg (body)     ,0.95 W/kg (head)     0.99 W/kg (body)     ,"$ 499.99 / £ 271.00 / € 485.28 / ₹ 40,999","
AnTuTu: 419453 (v7)
GeekBench: 13882 (v4.4)
GFXBench: 60fps (ES 3.1 onscreen)",Endurance rating 94h,"16,504,688 hits",4.2
17,Apple iPhone XS Max,TRUE,TRUE,TRUE,FALSE,"2018, September 12","Available. Released 2018, September 21",157.5 x 77.4 x 7.7 mm (6.20 x 3.05 x 0.30 in),208 g (7.34 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame","Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by) - for China","IP68 dust/water resistant (up to 2m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina OLED, HDR10, Dolby Vision, 625 nits (HBM)","6.5 inches, 102.9 cm2 (~84.4% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)",Scratch-resistant glass,3D Touch,"iOS 12, upgradable to iOS 16.5, planned upgrade to iOS 17",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom","Quad-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.","7 MP, f/2.2, 32mm (standard)
SL 3D, (depth/biometrics sensor)",HDR,"1080p@30/60fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 3174 mAh, non-removable (12.08 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)
Wireless (Qi)",,"Space Gray, Silver, Gold","A1921, A2101, A2102, A2104, Phone11,6",1.16 W/kg (head)     1.17 W/kg (body)     ,0.99 W/kg (head)     0.99 W/kg (body)     ,About 570 EUR,"
AnTuTu: 353210 (v7)
GeekBench: 11432 (v4.4)
GFXBench: 47fps (ES 3.1 onscreen)",Endurance rating 79h,"16,273,154 hits",4.4
18,Apple iPhone XS,TRUE,TRUE,TRUE,FALSE,"2018, September 12","Available. Released 2018, September 21",143.6 x 70.9 x 7.7 mm (5.65 x 2.79 x 0.30 in),177 g (6.24 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame",Nano-SIM and eSIM,"IP68 dust/water resistant (up to 2m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina OLED, HDR10, Dolby Vision, 625 nits (HBM)","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)",Scratch-resistant glass,3D Touch,"iOS 12, upgradable to iOS 16.5, planned upgrade to iOS 17",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom","Quad-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.","7 MP, f/2.2, 32mm (standard)
SL 3D, (depth/biometrics sensor)",HDR,"1080p@30/60fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 2658 mAh, non-removable (10.13 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)
Wireless (Qi)",,"Space Gray, Silver, Gold","A2097, A1920, A2100, A2098, Phone11,2",1.19 W/kg (head)     1.18 W/kg (body)     ,0.99 W/kg (head)     0.99 W/kg (body)     ,About 380 EUR,"
AnTuTu: 346379 (v7)
GeekBench: 11472 (v4.4)
GFXBench: 47fps (ES 3.1 onscreen)",Endurance rating 72h,"12,955,755 hits",4.3
19,Apple iPhone XR,TRUE,TRUE,TRUE,FALSE,"2018, September 12","Available. Released 2018, October 26",150.9 x 75.7 x 8.3 mm (5.94 x 2.98 x 0.33 in),194 g (6.84 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame (7000 series)","Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by) - for China","IP67 dust/water resistant (up to 1m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Liquid Retina IPS LCD, 625 nits (HBM)","6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio)","828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)",Scratch-resistant glass,,"iOS 12, upgradable to iOS 16.5",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"64GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, PDAF, OIS","Quad-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.","7 MP, f/2.2, 32mm (standard)
SL 3D, (depth/biometrics sensor)",HDR,1080p@60fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 2942 mAh, non-removable (11.16 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)
Wireless (Qi)",,"Black, Red, Yellow, Blue, Coral, White","A2105, A1984, A2107, A2108, A2106, iPhone11,8",1.13 W/kg (head)     1.16 W/kg (body)     ,0.99 W/kg (head)     0.99 W/kg (body)     ,About 310 EUR,"
AnTuTu: 341196 (v7), 422465 (v8)
GeekBench: 11437 (v4.4), 2690 (v5.1)
GFXBench: 58fps (ES 3.1 onscreen)",Endurance rating 78h,"17,092,556 hits",
20,Apple iPhone X,TRUE,TRUE,TRUE,FALSE,"2017, September 12","Available. Released 2017, November 03",143.6 x 70.9 x 7.7 mm (5.65 x 2.79 x 0.30 in),174 g (6.14 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame",Nano-SIM,"IP67 dust/water resistant (up to 1m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina OLED, HDR10, Dolby Vision, 625 nits (HBM)","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)",Scratch-resistant glass,3D Touch,"iOS 11.1.1, up to iOS 16.5",Apple A11 Bionic (10 nm),Hexa-core 2.39 GHz (2x Monsoon + 4x Mistral),Apple GPU (three-core graphics),No,"64GB 3GB RAM, 256GB 3GB RAM","12 MP, f/1.8, 28mm (wide), 1/3"", 1.22µm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom","Quad-LED dual-tone flash, HDR (photo/panorama), panorama, HDR","4K@24/30/60fps, 1080p@30/60/120/240fps","7 MP, f/2.2, 32mm (standard)
SL 3D, (depth/biometrics sensor)",HDR,1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 2716 mAh, non-removable (10.35 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)
Wireless (Qi)",Up to 21 h (3G),"Space Gray, Silver","A1865, A1901, A1902, A1903, iPhone10,3, iPhone10,6",1.09 W/kg (head)     1.17 W/kg (body)     ,,About 280 EUR,"
AnTuTu: 233100 (v7)
GeekBench: 10215 (v4.4)
GFXBench: 28fps (ES 3.1 onscreen)",Endurance rating 74h,"30,000,530 hits",4.3
21,Apple iPhone 8 Plus,TRUE,TRUE,TRUE,FALSE,"2017, September 12. Released 2017, September 22",Discontinued,158.4 x 78.1 x 7.5 mm (6.24 x 3.07 x 0.30 in),202 g (7.13 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame",Nano-SIM,"IP67 dust/water resistant (up to 1m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Retina IPS LCD, 625 nits (typ)","5.5 inches, 83.4 cm2 (~67.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Ion-strengthened glass,3D Touch display & home button,"iOS 11, up to iOS 16.5",Apple A11 Bionic (10 nm),Hexa-core (2x Monsoon + 4x Mistral),Apple GPU (three-core graphics),No,"64GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM","12 MP, f/1.8, 28mm (wide), PDAF, OIS
12 MP, f/2.8, 57mm (telephoto), PDAF, 2x optical zoom","Quad-LED dual-tone flash, HDR","4K@24/30/60fps, 1080p@30/60/120/240fps","7 MP, f/2.2, 32mm (standard)","Face detection, HDR",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 2691 mAh, non-removable (10.28 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)
Wireless (Qi)",Up to 21 h (3G),"Gold, Space Gray, Silver, Red","A1864, A1897, A1898, , A1899, iPhone10,2, iPhone10,5",1.19 W/kg (head)     1.19 W/kg (body)     ,0.99 W/kg (head)     0.99 W/kg (body)     ,About 340 EUR,"
GeekBench: 10037 (v4.4)",Endurance rating 81h,"23,317,863 hits",4.4
22,Apple iPhone 8,TRUE,TRUE,TRUE,FALSE,"2017, September 12","Available. Released 2017, September 22",138.4 x 67.3 x 7.3 mm (5.45 x 2.65 x 0.29 in),148 g (5.22 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame",Nano-SIM,"IP67 dust/water resistant (up to 1m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Retina IPS LCD, 625 nits (typ)","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)",Ion-strengthened glass,3D Touch display & home button,"iOS 11, up to iOS 16.5",Apple A11 Bionic (10 nm),Hexa-core (2x Monsoon + 4x Mistral),Apple GPU (three-core graphics),No,"64GB 2GB RAM, 128GB 2GB RAM, 256GB 2GB RAM","12 MP, f/1.8, 28mm (wide), PDAF, OIS","Quad-LED dual-tone flash, HDR","4K@24/30/60fps, 1080p@30/60/120/240fps","7 MP, f/2.2","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 1821 mAh, non-removable (6.96 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)
Wireless (Qi)",Up to 14 h (3G),"Silver, Space Gray, Gold, Red","A1863, A1905, A1906, A1907, iPhone10,1, iPhone10,4",1.32 W/kg (head)     1.36 W/kg (body)     ,1.19 W/kg (head)     1.17 W/kg (body)     ,About 210 EUR,"
AnTuTu: 237594 (v7)
GeekBench: 10214 (v4.4)
GFXBench: 20fps (ES 3.1 onscreen)",Endurance rating 66h,"17,156,403 hits",4.3
23,Apple iPhone 7 Plus,TRUE,TRUE,TRUE,FALSE,"2016, September 07. Released 2016, September 16",Discontinued,158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in),188 g (6.63 oz),"Glass front (Corning-made glass), aluminum back, aluminum frame",Nano-SIM,"IP67 dust/water resistant (up to 1m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Retina IPS LCD, 625 nits (typ)","5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Ion-strengthened glass,3D Touch display & home button,"iOS 10.0.1, upgradable to iOS 15.7",Apple A10 Fusion (16 nm),Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),PowerVR Series7XT Plus (six-core graphics),No,"32GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM","12 MP, f/1.8, 28mm (wide), 1/3"", PDAF, OIS
12 MP, f/2.8, 56mm (telephoto), 1/3.6"", AF, 2x optical zoom","Quad-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60/120fps, 720p@240fps","7 MP, f/2.2, 32mm (standard)","Face detection, HDR",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 2900 mAh, non-removable (11.1 Wh)",,Up to 21 h (3G),"Jet Black, Black, Silver, Gold, Rose Gold, Red","A1661, A1784, A1785, A1786, iPhone9,4",1.19 W/kg (head)     1.19 W/kg (body)     ,1.24 W/kg (head)     1.00 W/kg (body)     ,About 320 EUR,"
Basemark OS II 2.0: 3796",Endurance rating 75h,"42,677,933 hits",4.1
